Area,Bedrooms,Bathrooms,Stories,Parking,Age,Distance_City,School_Rating,Crime_Index,Hospital_Distance,Mall_Distance,Public_Transport,Garden,Pool,Garage,Income_Area,Population_Density,Air_Quality,Property_Tax,Price
3350,6,3,2,2,9,21.96,1,2.71,17.15,1.97,10,1,0,1,80731,2703,28.22,6593,3303467
1058,6,1,1,2,47,10.11,4,3.86,15.16,10.53,10,1,0,1,28856,1799,67.93,5227,1862104
2654,2,3,2,0,14,16.17,3,4.32,2.76,11.26,1,0,0,0,136879,17852,78.31,2226,1892510
3835,4,4,4,3,18,21.1,10,1.74,8.01,3.93,2,1,1,0,52839,11471,45.4,6313,3939564
3211,2,2,2,4,47,24.4,10,8.05,18.28,10.86,2,1,1,1,105786,14380,26.75,3229,2349157
1441,3,3,2,2,38,20.94,8,4.94,1.57,12.56,6,0,0,0,138393,12396,35.17,5978,2462554
1791,6,1,2,4,15,3.37,1,2.72,17.79,0.95,3,0,0,0,48812,1862,37.15,3657,2780453
1272,2,1,4,1,8,2.36,5,8.52,13.24,8.55,1,1,1,1,111355,11759,37.21,6573,2164382
2486,5,3,2,0,12,1.71,7,4.4,5.82,17.31,9,1,1,0,112209,17980,67.7,7631,3403268
1987,6,5,4,0,0,3.14,4,4.97,6.24,4.75,2,1,0,0,92450,14284,146.55,2285,3474070
1617,6,3,3,3,49,14.36,3,2.6,8.82,15.21,6,0,1,1,66548,18721,131.08,2325,3014781
2207,2,1,1,4,42,21.31,10,1.47,4.95,13.61,8,1,0,1,138799,2220,89.1,2581,2114153
997,4,3,4,1,47,20.0,5,8.68,6.99,10.5,4,1,1,1,48364,18401,58.14,5160,1993311
574,3,4,2,2,27,3.23,7,8.59,7.5,2.97,4,0,0,0,35038,1339,136.09,9124,2003197
4035,6,3,4,4,33,15.2,4,9.91,0.94,14.1,7,0,0,1,138413,13916,22.26,5385,3838504
4129,6,4,4,1,25,16.6,7,8.52,2.25,11.49,4,0,1,0,149046,11659,31.24,5177,3885787
2988,2,1,2,4,38,13.45,5,3.01,7.52,13.78,8,0,1,1,132281,13644,148.06,1823,2463779
4579,2,4,3,2,0,3.98,3,3.53,14.12,18.53,3,1,1,0,147864,16446,26.62,4318,3603603
4103,4,3,4,0,9,2.08,8,5.85,8.56,7.05,1,0,0,1,70233,11067,29.14,1157,3020115
4647,3,4,4,0,33,1.95,7,8.74,4.19,17.18,8,1,1,0,52843,13383,134.98,9244,3107397
4764,4,4,4,1,24,11.49,9,7.67,4.21,7.24,8,1,1,0,22260,1438,110.95,2122,3007515
2383,3,4,1,3,29,6.54,4,6.62,4.69,9.4,1,1,1,0,128380,8121,51.05,4370,3011757
2968,4,5,2,1,41,27.89,9,9.25,2.39,11.08,5,0,1,1,141723,7225,95.36,7852,3384301
4365,3,3,1,4,20,16.93,10,8.25,9.01,18.5,8,0,0,0,67563,8405,81.61,1965,2821308
540,6,4,2,3,20,6.39,1,7.61,13.14,11.08,4,1,0,1,47759,7074,36.33,3254,2907223
844,1,4,4,4,25,26.7,7,4.45,8.92,16.87,8,1,1,1,145508,976,42.72,6534,2676989
1357,3,4,4,1,13,12.02,10,6.46,7.12,8.84,6,0,0,0,101735,7423,58.39,7928,2483087
2697,2,4,2,2,12,1.66,3,6.78,9.41,3.13,5,0,1,1,106618,9071,84.32,7997,2892197
2364,3,4,1,4,22,6.85,2,3.71,3.94,6.77,6,0,0,0,122763,4624,78.54,6932,2361958
2436,5,3,3,4,46,19.83,4,4.26,19.03,14.69,2,1,1,1,91197,15625,33.77,5278,2915049
2989,4,5,2,1,43,29.48,9,7.82,9.15,19.16,4,1,1,0,149678,9072,102.17,5597,2948382
3163,4,4,3,3,46,19.29,3,3.06,13.85,10.18,1,0,1,1,136667,8768,149.82,1675,2890690
4647,4,2,2,3,9,14.44,1,7.27,12.54,5.58,10,0,0,0,103840,19656,58.98,6006,2517686
1268,5,1,3,1,20,25.23,1,2.17,6.56,15.17,2,0,1,0,60972,11960,72.82,5778,2357258
1605,5,2,1,2,12,9.26,5,2.75,17.32,10.03,2,0,0,0,40343,12586,89.41,9495,1930955
2422,5,2,1,3,33,11.42,10,7.32,15.08,7.53,6,1,0,1,25845,12934,127.16,6782,2132489
4695,1,2,2,3,14,23.89,2,3.15,8.41,7.05,2,1,0,0,77188,10873,96.13,4071,1651384
2218,4,1,3,2,36,27.45,9,4.84,18.91,17.23,6,1,0,1,123092,13361,129.86,5121,2338002
1408,2,4,2,2,30,22.82,4,8.95,4.61,6.63,2,0,0,0,77257,6499,85.84,3007,1801118
2451,2,3,4,3,19,21.67,2,4.95,19.04,3.74,10,0,0,1,118098,10811,137.16,1243,2548632
2197,5,3,1,1,40,21.98,1,4.25,9.13,10.68,1,1,0,0,122563,14659,44.92,8318,2233612
985,3,2,1,2,21,27.33,9,2.4,6.87,11.89,7,1,0,1,52795,5134,120.44,4149,1712663
3266,4,4,4,2,31,7.14,10,9.27,18.26,17.79,3,0,1,1,106755,5927,64.33,2679,3726151
1851,4,3,1,4,34,9.96,7,8.84,4.14,14.19,8,1,0,0,61430,2280,65.18,6297,2032422
3598,4,4,1,1,15,6.71,6,2.75,6.16,2.7,2,1,0,1,145000,16266,148.77,3939,3266906
3984,6,2,1,4,18,3.11,1,3.98,10.72,2.52,4,1,0,1,68203,15306,44.4,2182,3161183
811,1,3,1,0,12,18.2,8,3.1,16.99,14.5,1,0,1,1,127360,8577,81.91,1999,1673766
4407,1,4,3,1,9,28.05,1,8.44,3.96,14.6,5,0,1,1,116804,3794,98.05,6921,2323997
584,5,4,4,3,3,9.68,8,7.72,11.19,5.1,7,0,1,1,88996,17801,36.72,8114,3522057
3682,1,5,1,4,40,26.23,9,1.48,5.45,4.45,10,1,0,0,149829,7230,96.41,5520,2835219
3547,5,3,1,2,8,0.84,5,1.37,19.07,4.85,7,0,1,0,102771,5624,132.42,8171,3507934
1432,2,4,1,1,49,13.08,6,3.29,18.25,8.58,6,1,1,0,52091,18414,63.72,1923,1834897
3479,2,4,2,1,6,17.39,4,1.79,13.63,11.1,1,0,0,1,88787,4286,107.75,5625,2492811
3960,3,3,4,0,23,11.83,1,7.48,14.26,13.77,6,0,1,1,37641,5376,92.34,1102,2186408
1360,3,3,3,1,44,13.86,1,9.91,16.29,9.1,9,0,1,0,109814,6718,46.56,6046,2131752
902,4,1,1,1,3,8.45,3,4.56,10.29,17.53,9,0,1,0,127250,13403,135.53,8854,2280095
993,1,1,2,2,48,8.07,3,4.88,9.81,6.67,4,1,1,1,79987,16255,105.8,5694,935227
3993,1,4,3,1,50,23.08,7,2.23,6.19,9.98,1,1,1,1,100922,15617,132.42,5804,2348568
1920,4,1,1,2,30,29.49,7,4.85,19.0,7.18,7,0,0,0,41091,11640,113.84,4412,1412196
2761,4,2,1,2,49,16.51,4,9.78,2.82,14.7,8,0,1,1,33679,3226,144.86,5412,1751904
2297,1,1,1,1,16,23.61,1,3.88,2.46,10.63,6,1,0,1,127836,13961,88.27,5949,1466660
2748,2,5,1,1,12,16.11,3,7.06,3.0,17.68,5,0,0,0,124994,10023,130.43,8841,2097236
1648,5,1,3,3,5,8.97,8,8.72,6.02,1.69,9,1,0,0,141942,9829,82.22,5797,3189757
3929,6,2,1,1,43,5.19,8,5.8,19.24,16.92,4,0,0,0,74711,2005,30.02,1957,2856152
3535,3,3,4,2,29,2.46,1,7.82,18.25,10.56,4,1,1,1,83423,718,121.62,7405,2792224
1238,2,2,1,4,27,10.41,3,8.65,4.95,9.44,5,1,0,0,20502,9084,54.12,1054,1211291
2638,1,1,1,3,33,16.54,1,8.97,17.79,10.41,9,1,1,0,59244,3324,106.6,5604,1103356
1574,5,2,1,2,50,27.16,8,2.68,19.42,0.85,2,1,0,1,53646,4848,142.1,5431,1873167
3167,2,5,1,0,47,8.67,5,2.93,13.5,0.73,2,0,1,1,65995,19036,69.76,6613,2509472
1476,4,3,1,0,19,10.21,2,7.24,8.73,4.53,3,0,1,1,95977,9890,93.47,4893,2304474
4162,6,4,4,0,12,20.26,2,2.29,17.32,15.89,9,1,1,0,89785,6404,21.54,7045,3694617
3714,3,2,3,3,9,1.31,8,6.46,8.75,6.35,2,1,1,1,79493,11187,114.24,6292,3006956
1228,5,4,4,1,32,17.93,2,5.57,10.81,8.94,4,0,0,1,47663,4887,113.44,4733,2461309
1683,3,5,1,1,26,14.7,3,1.83,13.62,2.19,2,0,0,0,22896,4730,127.94,7428,1814652
2436,6,1,4,4,32,1.4,4,1.93,2.57,18.48,3,1,0,0,112913,15489,93.2,6445,3319422
4241,6,1,2,4,0,22.98,1,6.32,0.65,9.8,10,0,1,0,146039,12493,148.42,6529,3049498
1514,1,2,4,4,50,16.4,9,5.54,17.47,12.46,2,1,0,0,42875,7409,143.65,1902,1437746
878,1,2,2,1,0,25.67,3,2.75,10.09,18.31,1,1,0,1,69375,13457,57.84,8290,1366720
2926,2,5,2,4,42,16.81,4,9.92,15.48,3.24,5,0,1,0,100343,5819,80.84,9313,2431857
4250,3,5,1,0,38,27.25,2,7.63,11.32,12.71,7,0,0,1,29151,5262,50.29,3468,1795334
3499,3,3,2,1,21,29.84,5,2.53,11.68,5.96,5,1,0,1,139915,3945,113.55,8362,2691535
4074,5,2,2,1,39,12.54,1,3.92,8.86,1.89,5,0,1,1,115723,1639,94.07,9780,2730410
3916,6,2,1,4,42,1.6,6,8.42,18.54,15.66,5,1,0,1,77477,7276,60.24,5870,2882046
3000,1,1,1,4,29,2.37,9,8.89,18.55,19.77,3,1,0,1,77310,18723,53.71,5713,2035004
4247,5,5,4,4,37,22.38,9,8.2,14.61,18.73,5,1,0,0,79770,6355,74.19,4792,3798239
1849,1,1,1,4,22,10.86,4,1.01,6.61,1.73,5,1,1,0,55026,5969,103.3,7518,1745203
2654,5,1,4,0,39,21.9,6,9.98,1.49,14.19,4,0,0,1,87396,19919,124.26,2697,2048551
1523,6,5,4,4,30,10.95,4,9.75,17.58,5.01,4,0,1,1,127486,6302,32.16,8209,4060972
2376,6,5,3,1,5,4.25,8,1.05,4.34,18.91,8,0,0,0,84039,10346,26.49,6490,4216455
2868,2,1,4,2,18,17.14,6,4.29,9.93,18.08,8,0,0,0,46664,13313,63.24,2291,2093123
1593,5,5,3,4,1,13.98,9,2.29,10.04,10.13,1,1,0,1,43736,9120,113.58,7712,3317235
3991,1,3,3,3,8,16.56,2,1.96,9.06,3.82,9,0,1,1,123673,19254,114.08,9854,2408052
4630,2,3,4,2,47,29.01,2,2.76,2.58,18.24,2,0,0,0,81066,13935,78.46,5827,2062007
698,4,5,3,2,32,3.88,3,9.76,4.23,10.99,10,1,0,0,107776,14595,42.03,7381,2781584
2424,5,2,1,3,41,29.72,9,1.42,17.52,3.23,9,0,1,0,125614,3358,47.6,7601,2639092
3149,2,3,1,0,50,1.56,5,5.62,1.39,6.53,10,0,0,0,127889,2858,120.44,8359,1588528
3322,2,1,2,4,27,17.04,3,4.37,18.44,16.75,5,1,0,1,42682,11778,27.25,4669,1964524
3853,3,2,3,4,44,15.86,6,7.42,18.96,17.46,5,0,0,1,105670,2870,140.29,1812,2231899
4107,1,5,3,1,43,16.13,4,5.25,13.17,3.69,5,1,0,0,80358,16766,113.58,9132,1929401
3949,4,5,4,2,14,3.23,1,1.92,8.41,5.13,4,0,0,0,58515,1585,141.92,3523,2961125
4575,6,2,1,3,26,2.18,1,2.72,1.46,9.52,4,1,1,0,55112,8935,125.86,1527,3451447
3272,6,2,4,1,6,20.56,6,9.51,8.83,19.07,7,1,1,1,95205,13221,29.5,4906,3467440
1754,6,2,2,3,50,7.53,8,9.59,13.59,18.63,10,1,1,1,110306,7167,129.36,8154,3104360
1454,1,2,3,3,41,7.81,7,4.87,5.01,11.07,1,0,1,1,124122,11144,48.48,2399,2327072
629,2,5,4,0,24,22.55,9,1.74,9.16,14.29,5,1,0,1,82323,2786,53.63,4700,2304472
2034,6,5,3,4,7,29.79,10,6.9,14.3,3.55,4,0,0,0,96522,5165,75.29,6945,3609048
4374,5,1,2,3,44,24.31,8,8.29,3.39,6.24,7,0,0,1,30955,4795,47.93,6618,2597623
531,5,2,2,1,47,4.52,4,4.07,6.19,12.67,8,1,1,0,86700,17155,67.68,7947,2218354
919,3,4,2,1,30,14.19,9,9.27,2.25,19.28,3,1,0,0,66499,12377,40.08,7892,2206525
1082,1,1,3,2,46,7.87,7,2.98,19.94,19.06,3,1,1,1,125527,13053,102.79,1539,1941102
2994,4,2,1,1,23,10.11,1,2.77,7.94,15.43,10,0,1,0,27652,4482,128.03,3728,1929554
2182,1,3,4,1,26,23.62,2,1.45,0.63,14.83,10,0,0,0,137838,2668,104.01,7316,2029188
2876,5,3,4,0,18,1.84,9,9.91,7.78,13.68,6,0,0,1,94720,1525,51.01,5991,3402286
2303,5,3,2,2,42,22.03,8,3.6,10.53,6.17,10,0,1,0,75629,9496,50.69,1092,2453275
1679,2,4,1,3,27,29.5,6,2.29,19.47,6.22,2,0,1,1,22219,7417,80.7,6963,1608150
4892,5,3,2,1,3,26.44,9,1.2,14.94,6.2,1,1,0,1,138997,17335,82.46,5101,4013149
4525,3,3,1,1,44,6.25,1,9.55,7.68,16.63,1,1,0,0,99207,2088,126.76,9792,2301338
916,3,2,2,3,40,20.75,2,4.73,0.79,19.34,2,1,0,0,124957,10894,133.9,8571,1613539
4009,4,4,4,1,11,3.47,9,5.53,8.98,5.1,1,1,1,1,54298,3839,93.91,1721,3450613
1178,6,5,2,2,41,21.91,9,2.51,8.03,2.57,7,1,1,1,62264,19553,35.56,2293,3141398
4204,1,2,2,1,44,3.44,5,7.14,18.27,12.89,8,1,1,1,145384,8972,146.43,2029,1907291
1562,3,2,1,1,7,12.92,6,7.94,3.65,19.98,10,1,0,1,71184,12360,105.0,7708,1556756
572,3,3,1,3,28,23.46,9,8.35,6.1,0.62,3,1,0,0,108288,12179,125.76,4365,1542322
1602,3,1,1,2,8,7.59,10,3.02,12.02,12.62,3,0,0,0,122043,16555,64.2,7244,2082163
3557,1,5,2,2,12,23.68,10,2.95,7.23,2.96,2,0,0,1,34076,12624,70.0,7278,2298521
2010,2,2,2,1,36,13.4,9,3.04,11.65,15.44,6,1,0,1,71764,6231,135.2,5951,1626827
2770,1,4,4,4,12,10.7,5,5.25,10.77,3.49,8,0,1,0,29156,9176,29.95,5144,2468555
2497,5,5,4,2,39,13.75,5,4.89,3.37,4.1,2,0,1,1,37078,3723,75.92,3438,3325188
2765,5,5,1,4,11,18.68,8,5.01,7.58,6.43,8,1,1,1,21172,3868,72.7,4046,3187073
2367,5,2,2,4,1,3.18,3,5.43,19.76,18.63,3,1,0,1,65717,15266,51.82,9763,2999092
1112,2,1,1,2,25,12.88,5,3.37,7.44,10.53,10,1,1,0,41446,18301,149.52,6795,950240
4174,3,2,1,1,12,19.94,3,9.03,15.76,8.09,5,1,0,0,131088,15833,31.04,6303,2112147
1033,5,1,4,1,5,22.29,7,7.07,9.78,5.22,10,0,0,1,31281,11055,109.4,9354,2032145
1269,5,5,4,0,44,9.97,3,1.04,16.39,8.04,1,1,1,1,136320,17652,90.24,1745,3716049
1906,5,2,2,1,12,23.18,8,6.1,6.08,16.87,1,0,0,0,56445,17102,78.84,6926,2292024
3624,2,5,1,0,20,22.13,7,8.62,10.03,16.38,2,1,0,0,33175,10362,105.11,2345,1751837
4688,1,5,2,4,38,19.07,1,1.15,6.37,16.62,8,0,0,0,21563,16468,44.1,8646,1843916
3986,2,1,1,2,20,6.64,4,6.47,6.61,3.55,7,1,1,1,56490,11836,115.31,1325,2151651
727,4,3,3,4,36,6.15,6,2.09,2.55,5.53,3,1,1,0,45251,1924,58.36,2139,2672383
3192,1,1,2,0,31,12.39,5,4.55,12.38,3.08,5,1,0,0,101507,5817,140.63,4589,1281296
4014,5,5,4,2,32,1.5,5,4.05,17.29,1.23,3,1,1,0,139579,10078,92.3,6802,4155134
1428,1,3,1,4,45,1.77,10,2.49,14.84,8.11,6,1,1,1,95658,3673,143.52,3751,1963474
4671,5,2,1,4,18,29.05,10,8.66,18.54,11.97,7,0,0,0,110323,2200,72.05,2910,2944383
3025,5,4,1,4,31,18.15,5,1.99,15.3,14.29,8,1,1,0,34776,1390,143.68,1544,2808741
4014,4,3,3,4,31,28.15,9,1.59,7.67,12.49,8,1,0,0,112057,2659,69.31,5747,3078099
4607,4,3,3,1,29,18.47,6,6.1,1.21,12.21,7,1,0,0,142197,10622,77.61,9759,3116626
872,1,3,3,1,19,27.87,10,3.81,4.96,18.08,10,0,0,1,32468,15415,53.68,7247,1467555
3710,2,4,4,1,13,9.03,9,4.04,7.6,4.58,7,0,1,1,21075,6603,36.15,2601,2870687
940,1,1,3,0,12,0.67,3,8.64,9.11,17.65,6,1,0,1,96369,4794,51.32,4961,1555909
4318,6,3,4,4,5,1.23,2,9.66,1.26,11.7,7,0,1,0,76306,4531,108.71,3767,3959811
3074,6,5,3,2,23,4.01,8,8.11,6.47,16.84,10,0,0,1,51051,11323,50.18,9211,3763249
3281,6,5,1,3,10,18.85,5,1.39,14.2,1.53,9,1,1,0,110681,1105,26.91,8890,3791315
4434,3,3,4,4,12,17.13,1,4.57,13.54,14.94,6,0,1,0,81923,18905,43.68,5702,2821850
1333,1,5,3,1,36,20.62,6,4.66,1.79,4.25,10,0,0,1,21966,14391,39.14,2929,1642114
1625,1,1,3,1,5,11.69,5,1.18,19.33,3.39,4,0,1,1,77791,15170,138.56,5921,1731229
3058,1,4,4,1,12,15.83,10,5.99,4.55,13.02,10,1,0,1,118145,11369,96.73,6329,3007749
3737,5,3,4,1,22,29.15,6,2.21,10.27,7.41,10,0,1,0,129575,13522,44.03,9948,3371409
803,4,1,4,1,45,2.04,8,2.38,1.53,18.57,8,0,1,1,49874,8943,54.54,2689,2288913
2273,4,3,1,1,49,23.72,7,3.36,16.36,18.09,7,1,1,0,55740,10146,31.25,8720,2076465
1076,3,4,1,0,8,5.02,6,2.35,15.88,1.79,3,0,1,1,22715,9834,37.83,3311,2015211
2612,3,3,4,3,39,2.97,8,3.62,11.2,1.74,8,1,0,0,91893,6464,49.23,5529,3193083
4686,6,4,1,3,39,20.0,5,8.95,18.42,15.12,3,1,1,1,133778,16089,41.14,8593,3989998
1470,1,3,3,0,0,8.2,7,6.92,13.51,13.54,3,0,1,1,95606,18218,54.58,4847,2253467
3622,3,2,2,2,43,24.86,6,8.65,4.41,2.77,4,0,0,1,24240,10198,45.39,3501,1774377
4601,5,3,2,3,12,6.61,10,9.49,9.12,1.56,10,1,0,1,95611,18769,38.64,1361,3885781
2142,2,4,4,0,15,15.28,5,4.39,7.33,12.42,5,1,1,1,139049,16896,32.03,5670,2886901
716,4,3,3,1,10,17.48,8,9.78,2.8,19.86,6,1,0,0,99893,16098,96.87,7526,2316074
2564,6,4,3,3,32,8.54,2,5.81,16.94,16.33,8,0,0,1,75227,3413,44.86,1933,3495735
687,4,3,3,4,11,10.07,3,9.53,19.43,13.04,8,0,1,1,49691,18257,139.66,1555,2315448
3644,1,4,3,0,46,29.56,3,5.35,1.24,15.89,4,0,1,0,27343,8803,147.33,1451,1308155
4389,1,4,2,0,17,5.23,1,6.08,4.17,12.66,10,1,1,1,144443,11697,113.3,8870,2425265
1073,6,3,1,3,48,8.74,6,7.61,5.86,10.14,7,1,0,0,106990,12443,34.39,7161,2934517
3626,5,2,1,1,35,12.46,10,9.67,7.53,4.21,9,1,0,0,90450,4222,79.82,6660,2463491
1737,1,2,2,1,42,0.53,7,7.12,5.86,6.0,3,1,0,0,36001,4669,33.09,6511,1109974
1801,2,1,2,2,1,19.92,2,2.79,18.21,14.36,6,0,1,1,149888,4040,44.01,9732,2393891
4042,2,1,3,0,21,2.61,10,6.43,10.07,9.29,5,0,1,1,130213,1731,98.82,8028,2576928
2056,2,4,1,2,25,13.98,5,6.65,12.77,13.13,3,0,0,1,86817,2929,113.08,7449,1831311
3346,5,2,1,2,32,10.6,2,8.07,5.68,0.96,6,0,0,1,144201,6897,74.52,3439,2505545
4614,5,1,1,1,13,15.1,8,5.73,10.55,1.04,5,0,1,1,100379,17654,22.57,6446,2962178
4253,4,2,1,2,10,0.59,5,5.51,14.91,7.61,4,0,1,1,97603,1094,142.76,7447,2749294
4915,5,5,3,2,14,1.26,6,4.27,4.16,0.69,7,1,1,1,131403,14605,95.02,7906,4793206
1576,2,1,1,0,19,5.9,2,7.98,2.35,1.69,7,1,0,1,57476,10214,24.4,8806,1093830
3022,2,2,3,2,18,4.19,3,4.13,0.5,18.76,7,1,0,1,148354,18089,38.93,4003,2667020
4093,6,1,2,0,25,29.91,3,4.33,15.75,8.5,7,0,0,1,133506,18672,38.92,2931,2712453
2449,1,2,4,2,37,3.95,5,4.59,13.92,1.11,10,0,1,0,20607,764,50.86,6037,1714756
3900,5,5,1,1,23,25.81,2,9.16,16.25,10.81,5,1,0,0,114687,6015,96.35,7468,2812511
1558,1,3,1,2,25,6.9,7,2.26,11.16,16.48,10,1,1,0,137641,19775,23.5,1707,2190012
2129,5,4,2,1,2,0.5,7,7.21,7.8,2.81,8,0,1,1,103163,2166,133.88,3401,3601763
1989,2,4,1,4,27,12.28,6,2.5,14.13,15.81,2,0,1,1,38878,18314,95.97,9603,2094473
4262,4,2,3,3,36,7.93,6,9.33,11.46,4.35,10,1,1,0,116138,11839,127.06,8799,2798468
3576,1,1,4,2,9,20.74,9,7.65,16.75,17.56,10,0,1,0,145236,18646,104.63,7025,2531706
572,3,1,3,0,29,8.12,10,9.55,10.82,16.07,7,0,0,0,34592,18894,56.49,6871,1178071
2693,5,4,1,3,0,17.21,1,9.14,14.3,17.07,7,0,0,0,52628,12012,20.26,6103,2282425
4621,4,3,2,1,18,19.43,10,2.81,2.17,17.02,7,1,1,1,89632,13121,87.44,1839,3364990
1750,4,2,4,0,43,8.11,3,8.07,13.68,15.22,6,0,0,1,97154,16819,136.59,4957,2091784
3756,6,5,3,0,4,14.22,2,7.69,0.63,14.21,7,1,1,0,51170,19786,114.84,8970,3731314
4172,2,5,2,2,27,1.92,2,9.88,17.83,17.88,10,1,0,0,70539,11511,29.55,5647,2335434
619,1,1,2,2,19,22.98,6,2.51,16.24,17.73,2,0,0,1,113389,11557,53.01,4610,1524413
1640,5,4,4,4,37,20.67,2,4.05,8.51,17.13,2,0,0,0,52205,4907,60.85,7537,2624300
830,5,5,4,4,30,23.91,1,8.37,11.39,19.87,3,0,1,1,51643,887,101.38,9387,2706874
4529,2,4,2,1,12,8.93,2,2.75,15.99,3.13,8,1,0,0,98854,3377,61.2,6191,2910154
4357,1,5,4,1,19,23.78,4,2.75,10.74,9.88,10,0,1,0,64220,6145,92.33,2735,2819559
4516,6,1,1,1,24,2.82,2,7.04,18.42,16.92,4,1,0,0,145445,11408,129.19,8493,3157752
3023,1,4,2,0,6,23.27,1,1.83,3.54,6.4,6,1,0,0,67584,5188,56.65,5772,1874313
3701,4,3,3,0,25,6.8,1,6.21,15.22,1.08,3,1,1,0,60722,6268,102.7,4309,2635764
4414,4,5,3,4,49,19.13,7,6.02,15.43,16.64,2,0,1,0,134623,16882,119.77,4483,3583659
1360,4,5,3,2,12,5.71,2,2.3,7.49,10.43,7,0,0,1,34781,17390,132.84,7384,2589441
2805,6,3,3,2,48,12.64,1,3.27,19.33,11.59,8,0,0,1,141876,1311,91.76,8503,2943810
4163,6,5,4,2,49,19.04,1,4.86,15.34,9.39,6,0,1,1,132225,13148,47.22,8013,4004556
1124,5,4,2,1,16,28.9,10,4.76,9.06,11.35,1,1,1,1,108855,16753,41.08,6613,2983354
2010,6,1,1,4,8,25.8,1,1.32,10.84,0.69,1,1,0,1,75054,13636,147.7,2950,2730255
844,5,3,3,2,21,28.5,2,5.22,18.49,12.78,2,1,1,1,132375,11704,51.37,5505,2651237
4475,1,3,4,4,20,1.8,7,2.97,17.03,5.1,6,0,1,0,149715,9704,66.44,7851,3319905
660,2,3,2,4,16,6.97,7,9.87,8.66,1.57,9,1,1,1,84611,1295,107.21,7265,2311513
3075,2,1,4,0,42,23.06,4,2.09,12.37,13.94,10,0,1,0,124633,10982,133.75,8638,1632172
891,4,5,2,2,12,23.99,3,1.51,11.15,16.86,1,1,0,0,41898,11936,26.39,6941,2137977
3879,3,5,4,3,29,22.28,9,2.85,13.38,16.08,9,1,0,1,37402,11943,145.6,9745,3083839
4277,2,3,1,4,12,15.39,10,7.54,3.22,17.15,1,1,0,1,60082,7484,117.21,9156,2259293
2222,3,2,2,4,25,10.97,2,4.35,6.31,3.11,3,0,0,0,61403,3817,42.7,5674,1688877
1181,3,3,1,2,19,13.05,3,4.99,5.61,11.39,1,0,0,0,112467,11757,125.25,7109,1747720
3282,3,4,2,0,36,7.93,5,8.65,1.86,5.57,2,0,1,0,87673,19744,106.1,1158,2242583
2422,4,5,4,3,44,9.53,7,1.26,15.92,19.21,2,0,1,1,28477,6544,112.22,7810,3450719
3679,1,4,2,3,12,21.38,6,1.45,1.66,16.97,6,0,0,0,52893,18547,143.01,3328,2331158
2367,1,1,4,3,6,29.96,6,8.76,8.67,5.17,1,1,0,1,115434,8782,97.8,4547,1880275
1865,2,5,4,4,23,21.58,5,6.79,5.31,8.38,8,1,1,1,38924,5820,65.47,4298,2994524
3600,2,4,2,3,29,10.75,7,4.25,14.12,16.66,1,1,0,1,73659,16516,52.82,9820,2833943
1028,2,2,4,2,43,28.0,6,9.55,10.84,15.32,10,1,1,1,94271,18843,78.93,2249,1602825
2539,4,4,3,1,21,10.57,2,5.94,10.67,15.4,5,0,1,1,71146,7317,135.7,9253,2735078
4083,2,4,2,3,39,17.11,1,7.62,4.46,9.4,2,0,0,0,42666,17830,130.73,2356,1948315
3282,1,1,2,1,4,19.19,1,3.94,12.04,4.75,6,1,0,1,64161,2750,148.28,6800,1148096
1289,3,1,1,4,35,22.87,10,5.0,9.17,7.04,6,1,1,0,133105,5937,50.47,1053,2045499
1400,5,5,2,3,44,22.05,2,2.04,5.44,11.26,2,1,1,0,121025,14326,118.24,9251,3028895
2373,2,4,4,1,23,7.6,1,4.88,2.32,2.61,1,0,0,1,78882,3568,22.26,8951,2256000
1430,1,2,4,3,48,25.94,9,9.87,10.97,16.77,1,0,1,0,81051,9650,140.7,6874,1286981
3462,5,3,1,0,4,12.3,6,6.23,15.18,12.33,7,0,0,0,105029,9771,72.41,1048,2762345
2251,6,3,4,4,31,4.37,4,8.57,6.62,15.12,1,1,0,0,33566,5836,30.76,6132,3153616
1354,3,5,4,2,18,7.82,8,9.45,0.51,13.44,5,1,1,1,58146,4296,53.68,1906,3230863
2069,5,4,4,1,25,16.73,9,4.33,14.81,2.65,10,1,0,0,52258,1471,84.89,3405,3285876
4723,3,5,2,2,10,8.95,8,7.61,6.26,15.47,1,1,1,0,33801,4771,148.61,9924,3178710
3825,3,5,2,2,16,0.59,8,1.65,5.45,11.04,3,0,1,1,54168,8045,131.62,2145,3440076
4637,1,2,2,4,31,14.35,2,7.16,17.65,4.89,3,1,1,1,126032,16434,56.37,4978,2467795
826,1,3,4,0,3,18.71,7,4.41,8.37,12.32,4,1,0,1,56769,15223,148.95,5264,1712216
2433,4,5,1,4,28,2.93,7,7.58,6.58,8.88,7,1,1,0,125066,19242,111.87,1107,3371889
4233,5,3,4,0,13,4.28,2,1.99,17.74,4.81,2,1,0,0,147418,2234,90.94,9154,3910981
4267,5,4,1,1,50,12.25,4,1.21,16.27,12.78,7,1,1,1,121849,4952,65.14,1529,3188013
1420,5,2,1,2,37,2.07,3,3.45,15.85,11.42,2,0,1,0,142164,1126,70.76,5414,2689205
1125,5,3,3,3,28,9.19,8,3.95,19.91,10.32,10,1,1,0,63755,1163,123.79,4898,2803971
3709,2,4,3,4,45,8.1,9,8.92,3.16,17.09,4,0,1,1,133156,14161,20.5,8453,3267519
